index	video_path	video	question_id	question	answer	options	correct_answer_index	category
1083	friends/video_64.mp4	friends/video_64	1083-1	Why isn't anyone looking up at the two dancers in this video?	Because everyone knows they are filming a video and is used to it.	A. Because the dancers are not very good., B. Because everyone knows they are filming a video and is used to it., C. Because it's a common occurrence in public spaces., D. Because everyone is focused on their phones., E. Because the video is not entertaining.	B	Intent Inference
1083	friends/video_64.mp4	friends/video_64	1083-2	In which country is the location in the video?	South Korea	A. Japan, B. China, C. Thailand, D. South Korea, E. Vietnam	D	Emotion Inference
1083	friends/video_64.mp4	friends/video_64	1083-3	What is the person lying on the desk likely to do next?	Wake up	A. Start snoring, B. Fall off the desk, C. Open a book, D. Leave the room, E. Wake up	E	Relation Inference
1083	friends/video_64.mp4	friends/video_64	1083-4	Why do the two people dance on the desk?	To enjoy their break time	A. To celebrate a promotion, B. To practice for a competition, C. To express their creativity, D. To enjoy their break time, E. To get attention	D	Intent Inference
1083	friends/video_64.mp4	friends/video_64	1083-5	Which kind of relationship plays a dominant role in this video?	friends	A. coach-player, B. classmates, C. service, D. caregiver-recipient, E. transactional, F. boss-employee, G. couple, H. sibling, I. teacher-student, J. grandparent-child, K. colleagues, L. sports teammates, M. parent-child, N. friends	N	Relation Inference
1084	friends/video_93.mp4	friends/video_93	1084-1	Which kind of relationship plays a dominant role in this video?	friends	A. teacher-student, B. sibling, C. caregiver-recipient, D. parent-child, E. grandparent-child, F. friends, G. transactional, H. service, I. boss-employee, J. couple, K. classmates, L. coach-player, M. sports teammates, N. colleagues	F	Relation Inference
1085	friends/video_69.mp4	friends/video_69	1085-1	What will happen next in the video?	Another set of preferences will be displayed	A. The video will fade to black, B. A new character will be introduced, C. Another set of preferences will be displayed, D. The background music will change, E. The screen will show a loading icon	C	Factual Prediction
1085	friends/video_69.mp4	friends/video_69	1085-2	How do they feel based on the photo?	They all look very happy.	A. They seem quite upset., B. They appear to be bored., C. They look indifferent., D. They all look very happy., E. They seem a bit annoyed.	D	Emotion Inference
1085	friends/video_69.mp4	friends/video_69	1085-3	What if the people in the images had different personality types, such as one being introverted and the other extroverted?	They may find it hard to communicate effectively	A. They may find it hard to communicate effectively, B. Their interactions could become more animated, C. The dynamics of their relationship could shift significantly, D. They might have contrasting hobbies and interests, E. The preferences might align less closely	A	Counterfactual Prediction
1085	friends/video_69.mp4	friends/video_69	1085-4	Which kind of relationship plays a dominant role in this video?	friends	A. caregiver-recipient, B. classmates, C. transactional, D. colleagues, E. grandparent-child, F. boss-employee, G. friends, H. coach-player, I. parent-child, J. sibling, K. service, L. couple, M. teacher-student, N. teammates	G	Relation Inference
1086	friends/video_73.mp4	friends/video_73	1086-1	Why does the audience react the way they do when the sweater is revealed?	The sweater is significant.	A. The lighting changes suddenly., B. The music becomes intense., C. A character makes a surprising claim., D. There is a sudden change in scenery., E. The sweater is significant.	E	Intent Inference
1086	friends/video_73.mp4	friends/video_73	1086-2	How would the interaction change if the man did not care about the sweater?	There would be no surprise reaction.	A. He would express enthusiasm instead., B. There would be no surprise reaction., C. It would lead to an argument about fashion., D. An emotional discussion would arise between them., E. He would ask for a different kind of gift.	B	Counterfactual Prediction
1086	friends/video_73.mp4	friends/video_73	1086-3	Why does the man smile and then widen his eyes?	Because he is slow to realize.	A. Because he is slow to realize., B. Because he is trying to be humorous., C. Because he is surprised by something sudden., D. Because he is thinking about something harmful., E. Because he is recalling a funny memory.	A	Facial Expression Recognition
1086	friends/video_73.mp4	friends/video_73	1086-4	What is the initial emotional response of the audience in the video when the sweater falls?	They cheer loudly.	A. They gasp in shock., B. They cheer loudly., C. They express confusion., D. They remain silent., E. They laugh.	B	Emotion Inference
1087	friends/video_135.mp4	friends/video_135	1087-1	Why does the person make a point to show the stingray to the camera?	To share the unusual sighting with the viewers.	A. To demonstrate how to safely interact with marine life., B. To highlight the importance of conserving ocean ecosystems., C. To entertain the audience with a personal story about their adventure., D. To share the unusual sighting with the viewers., E. To record a memory for personal reflection later on.	D	Intent Inference
1088	friends/video_137.mp4	friends/video_137	1088-1	What will likely happen to the individuals running?	They will either evade the police or be caught.	A. They will stop to rest and regroup., B. They will either evade the police or be caught., C. They will find a nearby shelter to hide in., D. They will become more determined and push harder., E. They will attract attention and gather a crowd.	B	Factual Prediction
1088	friends/video_137.mp4	friends/video_137	1088-2	If the individuals were not running from the police, how would the interaction appear?	The interaction would appear as a casual jog or stroll.	A. The interaction would seem like an intense competition or race., B. The interaction would appear as a casual jog or stroll., C. The interaction would look like a heated argument or confrontation., D. The interaction would resemble a group workout session in the park., E. The interaction would exhibit signs of a leisurely picnic or gathering.	B	Counterfactual Prediction
1088	friends/video_137.mp4	friends/video_137	1088-3	Are the two people running ahead criminals?	Yes.	A. No, they are just joggers., B. They might be witnesses., C. They are likely law enforcement officers., D. They are running for exercise., E. Yes.	E	Attitude Inference
1089	friends/video_139.mp4	friends/video_139	1089-1	Why might the individuals be engaging in physically affectionate behavior despite stating they are 'just friends'?	They are downplaying the romantic nature of their relationship.	A. They want to maintain a casual friendship without any expectations., B. They have decided to remain distant to avoid complications., C. They are downplaying the romantic nature of their relationship., D. They are trying to prove that they are not interested in a romantic connection., E. They feel comfortable expressing friendship in a more intimate way.	C	Intent Inference
1089	friends/video_139.mp4	friends/video_139	1089-2	Which kind of relationship plays a dominant role in this video?	friends	A. sibling, B. boss-employee, C. parent-child, D. friends, E. transactional, F. colleagues, G. service, H. grandparent-child, I. sports teammates, J. couple, K. teacher-student, L. classmates, M. coach-player, N. caregiver-recipient	D	Relation Inference
